"Time stamp","System power generated | (kW)"
"Jan 18, 09:40 am",56.1392
"Jan 18, 09:50 am",58.6096
"Jan 18, 10:00 am",60.7208
"Jan 18, 10:10 am",63.0591
"Jan 18, 10:20 am",65.0021
"Jan 18, 10:30 am",66.7961
"Jan 18, 10:40 am",68.626
"Jan 18, 10:50 am",70.2583
"Jan 18, 11:00 am",71.6578
"Jan 18, 11:10 am",72.9264
"Jan 18, 11:20 am",74.1597
"Jan 18, 11:30 am",75.1677
"Jan 18, 11:40 am",75.9615
"Jan 18, 11:50 am",76.5595
"Jan 18, 12:00 pm",77.0173
"Jan 18, 12:10 pm",77.6639
"Jan 18, 12:20 pm",77.8805
"Jan 18, 12:30 pm",77.7394
"Jan 18, 12:40 pm",77.6774
"Jan 18, 12:50 pm",77.4449
"Jan 18, 01:00 pm",77.0713
"Jan 18, 01:10 pm",76.4858
"Jan 18, 01:20 pm",75.9016
"Jan 18, 01:30 pm",74.9781
"Jan 18, 01:40 pm",74.0867
"Jan 18, 01:50 pm",72.8913
"Jan 18, 02:00 pm",71.6706
"Jan 18, 02:10 pm",70.1212
"Jan 18, 02:20 pm",68.5019
"Jan 18, 02:30 pm",66.7851
"Jan 18, 02:40 pm",64.9432
"Jan 18, 02:50 pm",62.9249
"Jan 18, 03:00 pm",60.7094
"Jan 18, 03:10 pm",58.2218
"Jan 18, 03:20 pm",55.7784
"Jan 18, 03:30 pm",53.3321
"Jan 18, 03:40 pm",50.4575
"Jan 18, 03:50 pm",47.3225
"Jan 18, 04:00 pm",44.1774
"Jan 18, 04:10 pm",40.9038
"Jan 18, 04:20 pm",37.0561
"Jan 18, 04:30 pm",33.0986
"Jan 18, 04:40 pm",28.8437
"Jan 18, 04:50 pm",24.6493
"Jan 18, 05:00 pm",20.4035
"Jan 18, 05:10 pm",16.0438
"Jan 18, 05:20 pm",11.7466
"Jan 18, 05:30 pm",7.09785
"Jan 18, 05:40 pm",2.52875
"Jan 18, 05:50 pm",0.556387
"Jan 18, 06:00 pm",0
"Jan 18, 06:10 pm",0
"Jan 18, 06:20 pm",0
"Jan 18, 06:30 pm",0
"Jan 18, 06:40 pm",0
"Jan 18, 06:50 pm",0
"Jan 18, 07:00 pm",0
"Jan 18, 07:10 pm",0
"Jan 18, 07:20 pm",0
"Jan 18, 07:30 pm",0
"Jan 18, 07:40 pm",0
"Jan 18, 07:50 pm",0
"Jan 18, 08:00 pm",0
"Jan 18, 08:10 pm",0
"Jan 18, 08:20 pm",0
"Jan 18, 08:30 pm",0
"Jan 18, 08:40 pm",0
"Jan 18, 08:50 pm",0
"Jan 18, 09:00 pm",0
"Jan 18, 09:10 pm",0
"Jan 18, 09:20 pm",0
"Jan 18, 09:30 pm",0
"Jan 18, 09:40 pm",0
"Jan 18, 09:50 pm",0
"Jan 18, 10:00 pm",0
"Jan 18, 10:10 pm",0
"Jan 18, 10:20 pm",0
"Jan 18, 10:30 pm",0
"Jan 18, 10:40 pm",0
"Jan 18, 10:50 pm",0
"Jan 18, 11:00 pm",0
"Jan 18, 11:10 pm",0
"Jan 18, 11:20 pm",0
"Jan 18, 11:30 pm",0
"Jan 18, 11:40 pm",0
"Jan 18, 11:50 pm",0
"Jan 19, 12:00 am",0
"Jan 19, 12:10 am",0
"Jan 19, 12:20 am",0
"Jan 19, 12:30 am",0
"Jan 19, 12:40 am",0
"Jan 19, 12:50 am",0
"Jan 19, 01:00 am",0
"Jan 19, 01:10 am",0
"Jan 19, 01:20 am",0
"Jan 19, 01:30 am",0
"Jan 19, 01:40 am",0
"Jan 19, 01:50 am",0
"Jan 19, 02:00 am",0
"Jan 19, 02:10 am",0
"Jan 19, 02:20 am",0
"Jan 19, 02:30 am",0
"Jan 19, 02:40 am",0
"Jan 19, 02:50 am",0
"Jan 19, 03:00 am",0
"Jan 19, 03:10 am",0
"Jan 19, 03:20 am",0
"Jan 19, 03:30 am",0
"Jan 19, 03:40 am",0
"Jan 19, 03:50 am",0
"Jan 19, 04:00 am",0
"Jan 19, 04:10 am",0
"Jan 19, 04:20 am",0
"Jan 19, 04:30 am",0
"Jan 19, 04:40 am",0
"Jan 19, 04:50 am",0
"Jan 19, 05:00 am",0
"Jan 19, 05:10 am",0
"Jan 19, 05:20 am",0
"Jan 19, 05:30 am",0
"Jan 19, 05:40 am",0
"Jan 19, 05:50 am",0
"Jan 19, 06:00 am",0
"Jan 19, 06:10 am",0
"Jan 19, 06:20 am",0
"Jan 19, 06:30 am",0
"Jan 19, 06:40 am",0
"Jan 19, 06:50 am",0
"Jan 19, 07:00 am",0
"Jan 19, 07:10 am",0.876401
"Jan 19, 07:20 am",3.00689
"Jan 19, 07:30 am",8.17558
"Jan 19, 07:40 am",12.9453
"Jan 19, 07:50 am",17.4624
"Jan 19, 08:00 am",21.8816
"Jan 19, 08:10 am",26.3884
"Jan 19, 08:20 am",30.8634
"Jan 19, 08:30 am",35.1565
"Jan 19, 08:40 am",39.4233
"Jan 19, 08:50 am",43.216
"Jan 19, 09:00 am",46.7709
"Jan 19, 09:10 am",50.1546
"Jan 19, 09:20 am",53.2997
"Jan 19, 09:30 am",55.9606
"Jan 19, 09:40 am",58.6588
"Jan 19, 09:50 am",61.1068
"Jan 19, 10:00 am",63.6615
"Jan 19, 10:10 am",65.8328
"Jan 19, 10:20 am",67.9146
"Jan 19, 10:30 am",69.6943
"Jan 19, 10:40 am",71.6015
"Jan 19, 10:50 am",73.0081
"Jan 19, 11:00 am",74.3739
"Jan 19, 11:10 am",75.8928
"Jan 19, 11:20 am",76.8104
"Jan 19, 11:30 am",77.6162
"Jan 19, 11:40 am",78.214
"Jan 19, 11:50 am",78.9547
"Jan 19, 12:00 pm",79.1811
"Jan 19, 12:10 pm",79.3791
"Jan 19, 12:20 pm",79.5717
"Jan 19, 12:30 pm",79.4057
"Jan 19, 12:40 pm",79.1186
"Jan 19, 12:50 pm",78.8508
"Jan 19, 01:00 pm",78.274
"Jan 19, 01:10 pm",77.7611
"Jan 19, 01:20 pm",77.0353
"Jan 19, 01:30 pm",76.2429
"Jan 19, 01:40 pm",75.2699
"Jan 19, 01:50 pm",74.2704
"Jan 19, 02:00 pm",73.0911
"Jan 19, 02:10 pm",71.6391
"Jan 19, 02:20 pm",70.0826
"Jan 19, 02:30 pm",68.3068
"Jan 19, 02:40 pm",66.3472
"Jan 19, 02:50 pm",64.3222
"Jan 19, 03:00 pm",62.1503
"Jan 19, 03:10 pm",59.9582
"Jan 19, 03:20 pm",57.3616
"Jan 19, 03:30 pm",54.7343
"Jan 19, 03:40 pm",52.1717
"Jan 19, 03:50 pm",48.8276
"Jan 19, 04:00 pm",45.6993
"Jan 19, 04:10 pm",42.3394
"Jan 19, 04:20 pm",38.4598
"Jan 19, 04:30 pm",34.4068
"Jan 19, 04:40 pm",30.0695
"Jan 19, 04:50 pm",25.6691
"Jan 19, 05:00 pm",21.2424
"Jan 19, 05:10 pm",16.9119
"Jan 19, 05:20 pm",12.4501
"Jan 19, 05:30 pm",7.7748
"Jan 19, 05:40 pm",2.79766
"Jan 19, 05:50 pm",0.706799
"Jan 19, 06:00 pm",0
"Jan 19, 06:10 pm",0
"Jan 19, 06:20 pm",0
"Jan 19, 06:30 pm",0
"Jan 19, 06:40 pm",0
"Jan 19, 06:50 pm",0
"Jan 19, 07:00 pm",0
"Jan 19, 07:10 pm",0
"Jan 19, 07:20 pm",0
"Jan 19, 07:30 pm",0
"Jan 19, 07:40 pm",0
"Jan 19, 07:50 pm",0
"Jan 19, 08:00 pm",0
"Jan 19, 08:10 pm",0
"Jan 19, 08:20 pm",0
"Jan 19, 08:30 pm",0
"Jan 19, 08:40 pm",0
"Jan 19, 08:50 pm",0
"Jan 19, 09:00 pm",0
"Jan 19, 09:10 pm",0
"Jan 19, 09:20 pm",0
"Jan 19, 09:30 pm",0
"Jan 19, 09:40 pm",0
"Jan 19, 09:50 pm",0
"Jan 19, 10:00 pm",0
"Jan 19, 10:10 pm",0
"Jan 19, 10:20 pm",0
"Jan 19, 10:30 pm",0
"Jan 19, 10:40 pm",0
"Jan 19, 10:50 pm",0
"Jan 19, 11:00 pm",0
"Jan 19, 11:10 pm",0
"Jan 19, 11:20 pm",0
"Jan 19, 11:30 pm",0
"Jan 19, 11:40 pm",0
"Jan 19, 11:50 pm",0
"Jan 20, 12:00 am",0
"Jan 20, 12:10 am",0
"Jan 20, 12:20 am",0
"Jan 20, 12:30 am",0
"Jan 20, 12:40 am",0
"Jan 20, 12:50 am",0
"Jan 20, 01:00 am",0
"Jan 20, 01:10 am",0
"Jan 20, 01:20 am",0
"Jan 20, 01:30 am",0
"Jan 20, 01:40 am",0
"Jan 20, 01:50 am",0
"Jan 20, 02:00 am",0
"Jan 20, 02:10 am",0
"Jan 20, 02:20 am",0
"Jan 20, 02:30 am",0
"Jan 20, 02:40 am",0
"Jan 20, 02:50 am",0
"Jan 20, 03:00 am",0
"Jan 20, 03:10 am",0
"Jan 20, 03:20 am",0
"Jan 20, 03:30 am",0
"Jan 20, 03:40 am",0
"Jan 20, 03:50 am",0
"Jan 20, 04:00 am",0
"Jan 20, 04:10 am",0
"Jan 20, 04:20 am",0
"Jan 20, 04:30 am",0
"Jan 20, 04:40 am",0
"Jan 20, 04:50 am",0
"Jan 20, 05:00 am",0
"Jan 20, 05:10 am",0
"Jan 20, 05:20 am",0
"Jan 20, 05:30 am",0
"Jan 20, 05:40 am",0
"Jan 20, 05:50 am",0
"Jan 20, 06:00 am",0
"Jan 20, 06:10 am",0
"Jan 20, 06:20 am",0
"Jan 20, 06:30 am",0
"Jan 20, 06:40 am",0
"Jan 20, 06:50 am",0
"Jan 20, 07:00 am",0
"Jan 20, 07:10 am",-0
"Jan 20, 07:20 am",1.21495
"Jan 20, 07:30 am",2.74237
"Jan 20, 07:40 am",3.77675
"Jan 20, 07:50 am",5.81311
"Jan 20, 08:00 am",12.6931
"Jan 20, 08:10 am",18.7151
"Jan 20, 08:20 am",22.9315
"Jan 20, 08:30 am",22.2461
"Jan 20, 08:40 am",19.7411
"Jan 20, 08:50 am",22.4687
"Jan 20, 09:00 am",34.174
"Jan 20, 09:10 am",33.845
"Jan 20, 09:20 am",36.6732
"Jan 20, 09:30 am",33.9876
"Jan 20, 09:40 am",34.8697
"Jan 20, 09:50 am",37.7838
"Jan 20, 10:00 am",35.2049
"Jan 20, 10:10 am",39.3104
"Jan 20, 10:20 am",40.8754
"Jan 20, 10:30 am",42.3945
"Jan 20, 10:40 am",40.918
"Jan 20, 10:50 am",42.0597
"Jan 20, 11:00 am",46.6379
"Jan 20, 11:10 am",39.0698
"Jan 20, 11:20 am",40.121
"Jan 20, 11:30 am",44.6505
"Jan 20, 11:40 am",40.756
"Jan 20, 11:50 am",41.4336
"Jan 20, 12:00 pm",45.0434
"Jan 20, 12:10 pm",48.2483
"Jan 20, 12:20 pm",48.4472
"Jan 20, 12:30 pm",44.9397
"Jan 20, 12:40 pm",47.3615
"Jan 20, 12:50 pm",47.257
"Jan 20, 01:00 pm",50.6197
"Jan 20, 01:10 pm",48.1717
"Jan 20, 01:20 pm",47.5305
"Jan 20, 01:30 pm",41.7146
"Jan 20, 01:40 pm",26.0766
"Jan 20, 01:50 pm",25.3669
"Jan 20, 02:00 pm",26.2008
"Jan 20, 02:10 pm",20.4009
"Jan 20, 02:20 pm",19.4174
"Jan 20, 02:30 pm",22.6726
"Jan 20, 02:40 pm",20.5272
"Jan 20, 02:50 pm",20.1134
"Jan 20, 03:00 pm",14.9491
"Jan 20, 03:10 pm",17.3039
"Jan 20, 03:20 pm",15.893
"Jan 20, 03:30 pm",11.749
"Jan 20, 03:40 pm",17.1108
"Jan 20, 03:50 pm",14.8937
"Jan 20, 04:00 pm",26.042
"Jan 20, 04:10 pm",30.4994
"Jan 20, 04:20 pm",27.2409
"Jan 20, 04:30 pm",24.4005
"Jan 20, 04:40 pm",15.2433
"Jan 20, 04:50 pm",12.37
"Jan 20, 05:00 pm",5.76665
"Jan 20, 05:10 pm",3.2508
"Jan 20, 05:20 pm",2.13701
"Jan 20, 05:30 pm",2.18536
"Jan 20, 05:40 pm",0.504518
"Jan 20, 05:50 pm",-0
"Jan 20, 06:00 pm",0
"Jan 20, 06:10 pm",0
"Jan 20, 06:20 pm",0
"Jan 20, 06:30 pm",0
"Jan 20, 06:40 pm",0
"Jan 20, 06:50 pm",0
"Jan 20, 07:00 pm",0
"Jan 20, 07:10 pm",0
"Jan 20, 07:20 pm",0
"Jan 20, 07:30 pm",0
"Jan 20, 07:40 pm",0
"Jan 20, 07:50 pm",0
"Jan 20, 08:00 pm",0
"Jan 20, 08:10 pm",0
"Jan 20, 08:20 pm",0
"Jan 20, 08:30 pm",0
"Jan 20, 08:40 pm",0
"Jan 20, 08:50 pm",0
"Jan 20, 09:00 pm",0
"Jan 20, 09:10 pm",0
"Jan 20, 09:20 pm",0
"Jan 20, 09:30 pm",0
"Jan 20, 09:40 pm",0
"Jan 20, 09:50 pm",0
"Jan 20, 10:00 pm",0
"Jan 20, 10:10 pm",0
"Jan 20, 10:20 pm",0
"Jan 20, 10:30 pm",0
"Jan 20, 10:40 pm",0
"Jan 20, 10:50 pm",0
"Jan 20, 11:00 pm",0
"Jan 20, 11:10 pm",0
"Jan 20, 11:20 pm",0
"Jan 20, 11:30 pm",0
"Jan 20, 11:40 pm",0
"Jan 20, 11:50 pm",0
"Jan 21, 12:00 am",0
"Jan 21, 12:10 am",0
"Jan 21, 12:20 am",0
"Jan 21, 12:30 am",0
"Jan 21, 12:40 am",0
"Jan 21, 12:50 am",0
"Jan 21, 01:00 am",0
"Jan 21, 01:10 am",0
"Jan 21, 01:20 am",0
"Jan 21, 01:30 am",0
"Jan 21, 01:40 am",0
"Jan 21, 01:50 am",0
"Jan 21, 02:00 am",0
"Jan 21, 02:10 am",0
"Jan 21, 02:20 am",0
"Jan 21, 02:30 am",0
"Jan 21, 02:40 am",0
"Jan 21, 02:50 am",0
"Jan 21, 03:00 am",0
"Jan 21, 03:10 am",0
"Jan 21, 03:20 am",0
"Jan 21, 03:30 am",0
"Jan 21, 03:40 am",0
"Jan 21, 03:50 am",0
"Jan 21, 04:00 am",0
"Jan 21, 04:10 am",0
"Jan 21, 04:20 am",0
"Jan 21, 04:30 am",0
"Jan 21, 04:40 am",0
"Jan 21, 04:50 am",0
"Jan 21, 05:00 am",0
"Jan 21, 05:10 am",0
"Jan 21, 05:20 am",0
"Jan 21, 05:30 am",0
"Jan 21, 05:40 am",0
"Jan 21, 05:50 am",0
"Jan 21, 06:00 am",0
"Jan 21, 06:10 am",0
"Jan 21, 06:20 am",0
"Jan 21, 06:30 am",0
"Jan 21, 06:40 am",0
"Jan 21, 06:50 am",0
"Jan 21, 07:00 am",0
"Jan 21, 07:10 am",-0
"Jan 21, 07:20 am",0.759577
"Jan 21, 07:30 am",2.44313
"Jan 21, 07:40 am",4.01449
"Jan 21, 07:50 am",5.91133
"Jan 21, 08:00 am",12.4668
"Jan 21, 08:10 am",16.1147
"Jan 21, 08:20 am",19.5404
"Jan 21, 08:30 am",21.3876
"Jan 21, 08:40 am",23.6094
"Jan 21, 08:50 am",26.4474
"Jan 21, 09:00 am",33.3729
"Jan 21, 09:10 am",34.702
"Jan 21, 09:20 am",37.643
"Jan 21, 09:30 am",41.4077
"Jan 21, 09:40 am",19.2232
"Jan 21, 09:50 am",20.8866
"Jan 21, 10:00 am",54.0855
"Jan 21, 10:10 am",57.4352
"Jan 21, 10:20 am",59.3315
"Jan 21, 10:30 am",48.6523
"Jan 21, 10:40 am",44.0606
"Jan 21, 10:50 am",45.3509
"Jan 21, 11:00 am",40.1375
"Jan 21, 11:10 am",52.7027
"Jan 21, 11:20 am",53.9626
"Jan 21, 11:30 am",55.0412
"Jan 21, 11:40 am",67.2459
"Jan 21, 11:50 am",68.0431
"Jan 21, 12:00 pm",73.0598
"Jan 21, 12:10 pm",68.1603
"Jan 21, 12:20 pm",68.3544
"Jan 21, 12:30 pm",64.9671
"Jan 21, 12:40 pm",43.0141
"Jan 21, 12:50 pm",42.7145
"Jan 21, 01:00 pm",68.1146
"Jan 21, 01:10 pm",46.6645
"Jan 21, 01:20 pm",46.0324
"Jan 21, 01:30 pm",71.3544
"Jan 21, 01:40 pm",56.8734
"Jan 21, 01:50 pm",55.6682
"Jan 21, 02:00 pm",57.1397
"Jan 21, 02:10 pm",64.8118
"Jan 21, 02:20 pm",63.2611
"Jan 21, 02:30 pm",52.0332
"Jan 21, 02:40 pm",34.1587
"Jan 21, 02:50 pm",32.4166
"Jan 21, 03:00 pm",37.1801
"Jan 21, 03:10 pm",40.7858
"Jan 21, 03:20 pm",37.6307
"Jan 21, 03:30 pm",37.3786
"Jan 21, 03:40 pm",21.6361
"Jan 21, 03:50 pm",19.5304
"Jan 21, 04:00 pm",15.4775
"Jan 21, 04:10 pm",13.9763
"Jan 21, 04:20 pm",12.182
"Jan 21, 04:30 pm",14.5054
"Jan 21, 04:40 pm",15.0719
"Jan 21, 04:50 pm",12.0637
"Jan 21, 05:00 pm",11.5861
"Jan 21, 05:10 pm",8.03683
"Jan 21, 05:20 pm",5.40378
"Jan 21, 05:30 pm",3.43484
"Jan 21, 05:40 pm",0.75326
"Jan 21, 05:50 pm",-0
"Jan 21, 06:00 pm",0
"Jan 21, 06:10 pm",0
"Jan 21, 06:20 pm",0
"Jan 21, 06:30 pm",0
"Jan 21, 06:40 pm",0
"Jan 21, 06:50 pm",0
"Jan 21, 07:00 pm",0
"Jan 21, 07:10 pm",0
"Jan 21, 07:20 pm",0
"Jan 21, 07:30 pm",0
"Jan 21, 07:40 pm",0
"Jan 21, 07:50 pm",0
"Jan 21, 08:00 pm",0
"Jan 21, 08:10 pm",0
"Jan 21, 08:20 pm",0
"Jan 21, 08:30 pm",0
"Jan 21, 08:40 pm",0
"Jan 21, 08:50 pm",0
"Jan 21, 09:00 pm",0
"Jan 21, 09:10 pm",0
"Jan 21, 09:20 pm",0
"Jan 21, 09:30 pm",0
"Jan 21, 09:40 pm",0
"Jan 21, 09:50 pm",0
"Jan 21, 10:00 pm",0
"Jan 21, 10:10 pm",0
"Jan 21, 10:20 pm",0
"Jan 21, 10:30 pm",0
"Jan 21, 10:40 pm",0
"Jan 21, 10:50 pm",0
"Jan 21, 11:00 pm",0
"Jan 21, 11:10 pm",0
"Jan 21, 11:20 pm",0
"Jan 21, 11:30 pm",0
"Jan 21, 11:40 pm",0
"Jan 21, 11:50 pm",0
"Jan 22, 12:00 am",0
"Jan 22, 12:10 am",0
"Jan 22, 12:20 am",0
"Jan 22, 12:30 am",0
"Jan 22, 12:40 am",0
"Jan 22, 12:50 am",0
"Jan 22, 01:00 am",0
"Jan 22, 01:10 am",0
"Jan 22, 01:20 am",0
"Jan 22, 01:30 am",0
"Jan 22, 01:40 am",0
"Jan 22, 01:50 am",0
"Jan 22, 02:00 am",0
"Jan 22, 02:10 am",0
"Jan 22, 02:20 am",0
"Jan 22, 02:30 am",0
"Jan 22, 02:40 am",0
"Jan 22, 02:50 am",0
"Jan 22, 03:00 am",0
"Jan 22, 03:10 am",0
"Jan 22, 03:20 am",0
"Jan 22, 03:30 am",0
"Jan 22, 03:40 am",0
"Jan 22, 03:50 am",0
"Jan 22, 04:00 am",0
"Jan 22, 04:10 am",0
"Jan 22, 04:20 am",0
"Jan 22, 04:30 am",0
"Jan 22, 04:40 am",0
"Jan 22, 04:50 am",0
"Jan 22, 05:00 am",0
"Jan 22, 05:10 am",0
"Jan 22, 05:20 am",0
"Jan 22, 05:30 am",0
"Jan 22, 05:40 am",0
"Jan 22, 05:50 am",0
"Jan 22, 06:00 am",0
"Jan 22, 06:10 am",0
"Jan 22, 06:20 am",0
"Jan 22, 06:30 am",0
"Jan 22, 06:40 am",0
"Jan 22, 06:50 am",0
"Jan 22, 07:00 am",0
"Jan 22, 07:10 am",0.0156438
"Jan 22, 07:20 am",1.30313
"Jan 22, 07:30 am",3.01993
"Jan 22, 07:40 am",7.30636
"Jan 22, 07:50 am",10.7473
"Jan 22, 08:00 am",14.0018
"Jan 22, 08:10 am",20.7466
"Jan 22, 08:20 am",25.4217
"Jan 22, 08:30 am",29.091
"Jan 22, 08:40 am",42.3433
"Jan 22, 08:50 am",46.4334
"Jan 22, 09:00 am",37.8836
"Jan 22, 09:10 am",41.2202
"Jan 22, 09:20 am",44.5531
"Jan 22, 09:30 am",46.8923
"Jan 22, 09:40 am",53.8267
"Jan 22, 09:50 am",57.1771
"Jan 22, 10:00 am",58.574
"Jan 22, 10:10 am",61.4118
"Jan 22, 10:20 am",63.4845
"Jan 22, 10:30 am",66.1964
"Jan 22, 10:40 am",66.6122
"Jan 22, 10:50 am",68.0396
"Jan 22, 11:00 am",80.9765
"Jan 22, 11:10 am",70.1076
"Jan 22, 11:20 am",71.5079
"Jan 22, 11:30 am",84.8078
"Jan 22, 11:40 am",85.6169
"Jan 22, 11:50 am",86.331
"Jan 22, 12:00 pm",86.8992
"Jan 22, 12:10 pm",87.2664
"Jan 22, 12:20 pm",87.5036
"Jan 22, 12:30 pm",87.5388
"Jan 22, 12:40 pm",87.3831
"Jan 22, 12:50 pm",86.66
"Jan 22, 01:00 pm",70.2354
"Jan 22, 01:10 pm",85.5643
"Jan 22, 01:20 pm",84.7443
"Jan 22, 01:30 pm",83.7505
"Jan 22, 01:40 pm",82.5637
"Jan 22, 01:50 pm",81.1903
"Jan 22, 02:00 pm",62.8558
"Jan 22, 02:10 pm",66.6238
"Jan 22, 02:20 pm",65.0416
"Jan 22, 02:30 pm",62.5774
"Jan 22, 02:40 pm",61.1253
"Jan 22, 02:50 pm",58.9735
"Jan 22, 03:00 pm",57.7364
"Jan 22, 03:10 pm",58.686
"Jan 22, 03:20 pm",55.6876
"Jan 22, 03:30 pm",51.4502
"Jan 22, 03:40 pm",48.6264
"Jan 22, 03:50 pm",45.1139
"Jan 22, 04:00 pm",49.1585
"Jan 22, 04:10 pm",45.4747
"Jan 22, 04:20 pm",41.3644
"Jan 22, 04:30 pm",37.0523
"Jan 22, 04:40 pm",32.5732
"Jan 22, 04:50 pm",27.8939
"Jan 22, 05:00 pm",23.3349
"Jan 22, 05:10 pm",11.27
"Jan 22, 05:20 pm",7.64993
"Jan 22, 05:30 pm",3.43896
"Jan 22, 05:40 pm",1.41798
"Jan 22, 05:50 pm",0.107059
"Jan 22, 06:00 pm",0
"Jan 22, 06:10 pm",0
"Jan 22, 06:20 pm",0
"Jan 22, 06:30 pm",0
"Jan 22, 06:40 pm",0
"Jan 22, 06:50 pm",0
"Jan 22, 07:00 pm",0
"Jan 22, 07:10 pm",0
"Jan 22, 07:20 pm",0
"Jan 22, 07:30 pm",0
"Jan 22, 07:40 pm",0
"Jan 22, 07:50 pm",0
"Jan 22, 08:00 pm",0
"Jan 22, 08:10 pm",0
"Jan 22, 08:20 pm",0
"Jan 22, 08:30 pm",0
"Jan 22, 08:40 pm",0
"Jan 22, 08:50 pm",0
"Jan 22, 09:00 pm",0
"Jan 22, 09:10 pm",0
"Jan 22, 09:20 pm",0
"Jan 22, 09:30 pm",0
"Jan 22, 09:40 pm",0
"Jan 22, 09:50 pm",0
"Jan 22, 10:00 pm",0
"Jan 22, 10:10 pm",0
"Jan 22, 10:20 pm",0
"Jan 22, 10:30 pm",0
"Jan 22, 10:40 pm",0
"Jan 22, 10:50 pm",0
"Jan 22, 11:00 pm",0
"Jan 22, 11:10 pm",0
"Jan 22, 11:20 pm",0
"Jan 22, 11:30 pm",0
"Jan 22, 11:40 pm",0
"Jan 22, 11:50 pm",0
"Jan 23, 12:00 am",0
"Jan 23, 12:10 am",0
"Jan 23, 12:20 am",0
"Jan 23, 12:30 am",0
"Jan 23, 12:40 am",0
"Jan 23, 12:50 am",0
"Jan 23, 01:00 am",0
"Jan 23, 01:10 am",0
"Jan 23, 01:20 am",0
"Jan 23, 01:30 am",0
"Jan 23, 01:40 am",0
"Jan 23, 01:50 am",0
"Jan 23, 02:00 am",0
"Jan 23, 02:10 am",0
"Jan 23, 02:20 am",0
"Jan 23, 02:30 am",0
"Jan 23, 02:40 am",0
"Jan 23, 02:50 am",0
"Jan 23, 03:00 am",0
"Jan 23, 03:10 am",0
"Jan 23, 03:20 am",0
"Jan 23, 03:30 am",0
"Jan 23, 03:40 am",0
"Jan 23, 03:50 am",0
"Jan 23, 04:00 am",0
"Jan 23, 04:10 am",0
"Jan 23, 04:20 am",0
"Jan 23, 04:30 am",0
"Jan 23, 04:40 am",0
"Jan 23, 04:50 am",0
"Jan 23, 05:00 am",0
"Jan 23, 05:10 am",0
"Jan 23, 05:20 am",0
"Jan 23, 05:30 am",0
"Jan 23, 05:40 am",0
"Jan 23, 05:50 am",0
"Jan 23, 06:00 am",0
"Jan 23, 06:10 am",0
"Jan 23, 06:20 am",0
"Jan 23, 06:30 am",0
"Jan 23, 06:40 am",0
"Jan 23, 06:50 am",0
"Jan 23, 07:00 am",0
"Jan 23, 07:10 am",1.09538
"Jan 23, 07:20 am",3.42258
"Jan 23, 07:30 am",9.1645
"Jan 23, 07:40 am",14.1831
"Jan 23, 07:50 am",18.7728
"Jan 23, 08:00 am",23.6656
"Jan 23, 08:10 am",28.487
"Jan 23, 08:20 am",33.2756
"Jan 23, 08:30 am",37.8059
"Jan 23, 08:40 am",42.3309
"Jan 23, 08:50 am",46.4878
"Jan 23, 09:00 am",50.1584
"Jan 23, 09:10 am",53.3877
"Jan 23, 09:20 am",56.7219
"Jan 23, 09:30 am",59.8962
"Jan 23, 09:40 am",62.8472
"Jan 23, 09:50 am",65.5915
"Jan 23, 10:00 am",68.1673
"Jan 23, 10:10 am",70.241
"Jan 23, 10:20 am",72.5168
"Jan 23, 10:30 am",74.5906
"Jan 23, 10:40 am",76.2219
"Jan 23, 10:50 am",77.9927
"Jan 23, 11:00 am",79.6167
"Jan 23, 11:10 am",81.0876
"Jan 23, 11:20 am",82.2844
"Jan 23, 11:30 am",83.3418
"Jan 23, 11:40 am",84.2231
"Jan 23, 11:50 am",84.9596
"Jan 23, 12:00 pm",85.5195
"Jan 23, 12:10 pm",85.9525
"Jan 23, 12:20 pm",86.1879
"Jan 23, 12:30 pm",86.19
"Jan 23, 12:40 pm",86.17
"Jan 23, 12:50 pm",85.8818
"Jan 23, 01:00 pm",85.383
"Jan 23, 01:10 pm",84.6828
"Jan 23, 01:20 pm",83.9484
"Jan 23, 01:30 pm",82.9713
"Jan 23, 01:40 pm",81.7181
"Jan 23, 01:50 pm",80.4866
"Jan 23, 02:00 pm",78.9866
"Jan 23, 02:10 pm",77.3382
"Jan 23, 02:20 pm",75.5035
"Jan 23, 02:30 pm",73.5738
"Jan 23, 02:40 pm",71.5099
"Jan 23, 02:50 pm",69.2519
"Jan 23, 03:00 pm",66.7816
"Jan 23, 03:10 pm",64.2296
"Jan 23, 03:20 pm",61.45
"Jan 23, 03:30 pm",58.5109
"Jan 23, 03:40 pm",55.7524
"Jan 23, 03:50 pm",52.5042
"Jan 23, 04:00 pm",48.944
"Jan 23, 04:10 pm",45.4374
"Jan 23, 04:20 pm",41.3968
"Jan 23, 04:30 pm",37.1087
"Jan 23, 04:40 pm",32.6952
"Jan 23, 04:50 pm",28.0809
"Jan 23, 05:00 pm",23.4047
"Jan 23, 05:10 pm",18.8254
"Jan 23, 05:20 pm",14.1376
"Jan 23, 05:30 pm",9.50435
"Jan 23, 05:40 pm",3.61372
"Jan 23, 05:50 pm",1.21031
"Jan 23, 06:00 pm",-0
"Jan 23, 06:10 pm",0
"Jan 23, 06:20 pm",0
"Jan 23, 06:30 pm",0
"Jan 23, 06:40 pm",0
"Jan 23, 06:50 pm",0
"Jan 23, 07:00 pm",0
"Jan 23, 07:10 pm",0
"Jan 23, 07:20 pm",0
"Jan 23, 07:30 pm",0
