"Time stamp","System power generated | (kW)"
"Jan 23, 10:50 am",60316
"Jan 23, 11:00 am",61176.3
"Jan 23, 11:10 am",61948.4
"Jan 23, 11:20 am",62484.1
"Jan 23, 11:30 am",63024.9
"Jan 23, 11:40 am",63220.9
"Jan 23, 11:50 am",63461.9
"Jan 23, 12:00 pm",63800.5
"Jan 23, 12:10 pm",63790.8
"Jan 23, 12:20 pm",63614.5
"Jan 23, 12:30 pm",63348.6
"Jan 23, 12:40 pm",61563.3
"Jan 23, 12:50 pm",61034.7
"Jan 23, 01:00 pm",60306.7
"Jan 23, 01:10 pm",59496.2
"Jan 23, 01:20 pm",58526
"Jan 23, 01:30 pm",57381.3
"Jan 23, 01:40 pm",56316.4
"Jan 23, 01:50 pm",54960.5
"Jan 23, 02:00 pm",53429.6
"Jan 23, 02:10 pm",51750.3
"Jan 23, 02:20 pm",49693.5
"Jan 23, 02:30 pm",47735.3
"Jan 23, 02:40 pm",45438.5
"Jan 23, 02:50 pm",43175.5
"Jan 23, 03:00 pm",40717.3
"Jan 23, 03:10 pm",38066.8
"Jan 23, 03:20 pm",35209.9
"Jan 23, 03:30 pm",32077.6
"Jan 23, 03:40 pm",28434.6
"Jan 23, 03:50 pm",24870.4
"Jan 23, 04:00 pm",21239.8
"Jan 23, 04:10 pm",17515.7
"Jan 23, 04:20 pm",13802.3
"Jan 23, 04:30 pm",10158.7
"Jan 23, 04:40 pm",6461.01
"Jan 23, 04:50 pm",2927.44
"Jan 23, 05:00 pm",718.873
"Jan 23, 05:10 pm",-0
"Jan 23, 05:20 pm",0
"Jan 23, 05:30 pm",0
"Jan 23, 05:40 pm",0
"Jan 23, 05:50 pm",0
"Jan 23, 06:00 pm",0
"Jan 23, 06:10 pm",0
"Jan 23, 06:20 pm",0
"Jan 23, 06:30 pm",0
"Jan 23, 06:40 pm",0
"Jan 23, 06:50 pm",0
"Jan 23, 07:00 pm",0
"Jan 23, 07:10 pm",0
"Jan 23, 07:20 pm",0
"Jan 23, 07:30 pm",0
"Jan 23, 07:40 pm",0
"Jan 23, 07:50 pm",0
"Jan 23, 08:00 pm",0
"Jan 23, 08:10 pm",0
"Jan 23, 08:20 pm",0
"Jan 23, 08:30 pm",0
"Jan 23, 08:40 pm",0
"Jan 23, 08:50 pm",0
"Jan 23, 09:00 pm",0
"Jan 23, 09:10 pm",0
"Jan 23, 09:20 pm",0
"Jan 23, 09:30 pm",0
"Jan 23, 09:40 pm",0
"Jan 23, 09:50 pm",0
"Jan 23, 10:00 pm",0
"Jan 23, 10:10 pm",0
"Jan 23, 10:20 pm",0
"Jan 23, 10:30 pm",0
"Jan 23, 10:40 pm",0
"Jan 23, 10:50 pm",0
"Jan 23, 11:00 pm",0
"Jan 23, 11:10 pm",0
"Jan 23, 11:20 pm",0
"Jan 23, 11:30 pm",0
"Jan 23, 11:40 pm",0
"Jan 23, 11:50 pm",0
"Jan 24, 12:00 am",0
"Jan 24, 12:10 am",0
"Jan 24, 12:20 am",0
"Jan 24, 12:30 am",0
"Jan 24, 12:40 am",0
"Jan 24, 12:50 am",0
"Jan 24, 01:00 am",0
"Jan 24, 01:10 am",0
"Jan 24, 01:20 am",0
"Jan 24, 01:30 am",0
"Jan 24, 01:40 am",0
"Jan 24, 01:50 am",0
"Jan 24, 02:00 am",0
"Jan 24, 02:10 am",0
"Jan 24, 02:20 am",0
"Jan 24, 02:30 am",0
"Jan 24, 02:40 am",0
"Jan 24, 02:50 am",0
"Jan 24, 03:00 am",0
"Jan 24, 03:10 am",0
"Jan 24, 03:20 am",0
"Jan 24, 03:30 am",0
"Jan 24, 03:40 am",0
"Jan 24, 03:50 am",0
"Jan 24, 04:00 am",0
"Jan 24, 04:10 am",0
"Jan 24, 04:20 am",0
"Jan 24, 04:30 am",0
"Jan 24, 04:40 am",0
"Jan 24, 04:50 am",0
"Jan 24, 05:00 am",0
"Jan 24, 05:10 am",0
"Jan 24, 05:20 am",0
"Jan 24, 05:30 am",0
"Jan 24, 05:40 am",0
"Jan 24, 05:50 am",0
"Jan 24, 06:00 am",0
"Jan 24, 06:10 am",0
"Jan 24, 06:20 am",0
"Jan 24, 06:30 am",0
"Jan 24, 06:40 am",0
"Jan 24, 06:50 am",0
"Jan 24, 07:00 am",-0
"Jan 24, 07:10 am",435.606
"Jan 24, 07:20 am",1768.1
"Jan 24, 07:30 am",4095.81
"Jan 24, 07:40 am",5772.19
"Jan 24, 07:50 am",3327.25
"Jan 24, 08:00 am",4715.21
"Jan 24, 08:10 am",3653.6
"Jan 24, 08:20 am",11028.2
"Jan 24, 08:30 am",7378.69
"Jan 24, 08:40 am",9086.94
"Jan 24, 08:50 am",9463.48
"Jan 24, 09:00 am",16939.1
"Jan 24, 09:10 am",14183.8
"Jan 24, 09:20 am",22299
"Jan 24, 09:30 am",21769.7
"Jan 24, 09:40 am",24462.7
"Jan 24, 09:50 am",22277.7
"Jan 24, 10:00 am",31857.5
"Jan 24, 10:10 am",37227.5
"Jan 24, 10:20 am",38109.1
"Jan 24, 10:30 am",42851.9
"Jan 24, 10:40 am",44361.3
"Jan 24, 10:50 am",38509.3
"Jan 24, 11:00 am",25782.9
"Jan 24, 11:10 am",30834.5
"Jan 24, 11:20 am",27709.2
"Jan 24, 11:30 am",39888.3
"Jan 24, 11:40 am",49846.7
"Jan 24, 11:50 am",48857.8
"Jan 24, 12:00 pm",50368.9
"Jan 24, 12:10 pm",52146.6
"Jan 24, 12:20 pm",42321.2
"Jan 24, 12:30 pm",22728.1
"Jan 24, 12:40 pm",14197
"Jan 24, 12:50 pm",16870.3
"Jan 24, 01:00 pm",18676.3
"Jan 24, 01:10 pm",24888.3
"Jan 24, 01:20 pm",22653.3
"Jan 24, 01:30 pm",27155
"Jan 24, 01:40 pm",28675.2
"Jan 24, 01:50 pm",25119.7
"Jan 24, 02:00 pm",9448.29
"Jan 24, 02:10 pm",8767.05
"Jan 24, 02:20 pm",29167.7
"Jan 24, 02:30 pm",20457.1
"Jan 24, 02:40 pm",37466.1
"Jan 24, 02:50 pm",31591.2
"Jan 24, 03:00 pm",35295.2
"Jan 24, 03:10 pm",32456.4
"Jan 24, 03:20 pm",24997.8
"Jan 24, 03:30 pm",28239.4
"Jan 24, 03:40 pm",31876.3
"Jan 24, 03:50 pm",12413.3
"Jan 24, 04:00 pm",16550.4
"Jan 24, 04:10 pm",14919.2
"Jan 24, 04:20 pm",16938.3
"Jan 24, 04:30 pm",13050.2
"Jan 24, 04:40 pm",8944.75
"Jan 24, 04:50 pm",4729.27
"Jan 24, 05:00 pm",2032.84
"Jan 24, 05:10 pm",-0
"Jan 24, 05:20 pm",0
"Jan 24, 05:30 pm",0
"Jan 24, 05:40 pm",0
"Jan 24, 05:50 pm",0
"Jan 24, 06:00 pm",0
"Jan 24, 06:10 pm",0
"Jan 24, 06:20 pm",0
"Jan 24, 06:30 pm",0
"Jan 24, 06:40 pm",0
"Jan 24, 06:50 pm",0
"Jan 24, 07:00 pm",0
"Jan 24, 07:10 pm",0
"Jan 24, 07:20 pm",0
"Jan 24, 07:30 pm",0
"Jan 24, 07:40 pm",0
"Jan 24, 07:50 pm",0
"Jan 24, 08:00 pm",0
"Jan 24, 08:10 pm",0
"Jan 24, 08:20 pm",0
"Jan 24, 08:30 pm",0
"Jan 24, 08:40 pm",0
"Jan 24, 08:50 pm",0
"Jan 24, 09:00 pm",0
"Jan 24, 09:10 pm",0
"Jan 24, 09:20 pm",0
"Jan 24, 09:30 pm",0
"Jan 24, 09:40 pm",0
"Jan 24, 09:50 pm",0
"Jan 24, 10:00 pm",0
"Jan 24, 10:10 pm",0
"Jan 24, 10:20 pm",0
"Jan 24, 10:30 pm",0
"Jan 24, 10:40 pm",0
"Jan 24, 10:50 pm",0
"Jan 24, 11:00 pm",0
"Jan 24, 11:10 pm",0
"Jan 24, 11:20 pm",0
"Jan 24, 11:30 pm",0
"Jan 24, 11:40 pm",0
"Jan 24, 11:50 pm",0
"Jan 25, 12:00 am",0
"Jan 25, 12:10 am",0
"Jan 25, 12:20 am",0
"Jan 25, 12:30 am",0
"Jan 25, 12:40 am",0
"Jan 25, 12:50 am",0
"Jan 25, 01:00 am",0
"Jan 25, 01:10 am",0
"Jan 25, 01:20 am",0
"Jan 25, 01:30 am",0
"Jan 25, 01:40 am",0
"Jan 25, 01:50 am",0
"Jan 25, 02:00 am",0
"Jan 25, 02:10 am",0
"Jan 25, 02:20 am",0
"Jan 25, 02:30 am",0
"Jan 25, 02:40 am",0
"Jan 25, 02:50 am",0
"Jan 25, 03:00 am",0
"Jan 25, 03:10 am",0
"Jan 25, 03:20 am",0
"Jan 25, 03:30 am",0
"Jan 25, 03:40 am",0
"Jan 25, 03:50 am",0
"Jan 25, 04:00 am",0
"Jan 25, 04:10 am",0
"Jan 25, 04:20 am",0
"Jan 25, 04:30 am",0
"Jan 25, 04:40 am",0
"Jan 25, 04:50 am",0
"Jan 25, 05:00 am",0
"Jan 25, 05:10 am",0
"Jan 25, 05:20 am",0
"Jan 25, 05:30 am",0
"Jan 25, 05:40 am",0
"Jan 25, 05:50 am",0
"Jan 25, 06:00 am",0
"Jan 25, 06:10 am",0
"Jan 25, 06:20 am",0
"Jan 25, 06:30 am",0
"Jan 25, 06:40 am",0
"Jan 25, 06:50 am",0
"Jan 25, 07:00 am",-0
"Jan 25, 07:10 am",2416.59
"Jan 25, 07:20 am",5653.21
"Jan 25, 07:30 am",10196.2
"Jan 25, 07:40 am",14605.6
"Jan 25, 07:50 am",18785.7
"Jan 25, 08:00 am",22963.9
"Jan 25, 08:10 am",26874.6
"Jan 25, 08:20 am",30754.1
"Jan 25, 08:30 am",34360
"Jan 25, 08:40 am",38349.5
"Jan 25, 08:50 am",41464.4
"Jan 25, 09:00 am",44196.4
"Jan 25, 09:10 am",46452
"Jan 25, 09:20 am",48833.6
"Jan 25, 09:30 am",51024.6
"Jan 25, 09:40 am",53133.8
"Jan 25, 09:50 am",54931.5
"Jan 25, 10:00 am",56611.2
"Jan 25, 10:10 am",58127
"Jan 25, 10:20 am",59544.9
"Jan 25, 10:30 am",60771.7
"Jan 25, 10:40 am",61968.5
"Jan 25, 10:50 am",62881.3
"Jan 25, 11:00 am",63793.6
"Jan 25, 11:10 am",64017.6
"Jan 25, 11:20 am",64668
"Jan 25, 11:30 am",65078.4
"Jan 25, 11:40 am",65422.3
"Jan 25, 11:50 am",65595.2
"Jan 25, 12:00 pm",65702.7
"Jan 25, 12:10 pm",65697.1
"Jan 25, 12:20 pm",65597.7
"Jan 25, 12:30 pm",65337.4
"Jan 25, 12:40 pm",64815.4
"Jan 25, 12:50 pm",64225.9
"Jan 25, 01:00 pm",63610.7
"Jan 25, 01:10 pm",62508.7
"Jan 25, 01:20 pm",61687.3
"Jan 25, 01:30 pm",60633.7
"Jan 25, 01:40 pm",59344.3
"Jan 25, 01:50 pm",58103
"Jan 25, 02:00 pm",56605.1
"Jan 25, 02:10 pm",55108.8
"Jan 25, 02:20 pm",53384.9
"Jan 25, 02:30 pm",51472.9
"Jan 25, 02:40 pm",49654.5
"Jan 25, 02:50 pm",47119
"Jan 25, 03:00 pm",44724.2
"Jan 25, 03:10 pm",42213.5
"Jan 25, 03:20 pm",39468.7
"Jan 25, 03:30 pm",36355.4
"Jan 25, 03:40 pm",32746.1
"Jan 25, 03:50 pm",29135.2
"Jan 25, 04:00 pm",25437.6
"Jan 25, 04:10 pm",21531.5
"Jan 25, 04:20 pm",17715.3
"Jan 25, 04:30 pm",13707.8
"Jan 25, 04:40 pm",9363.48
"Jan 25, 04:50 pm",4899.07
"Jan 25, 05:00 pm",1958.34
"Jan 25, 05:10 pm",-0
"Jan 25, 05:20 pm",0
"Jan 25, 05:30 pm",0
"Jan 25, 05:40 pm",0
"Jan 25, 05:50 pm",0
"Jan 25, 06:00 pm",0
"Jan 25, 06:10 pm",0
"Jan 25, 06:20 pm",0
"Jan 25, 06:30 pm",0
"Jan 25, 06:40 pm",0
"Jan 25, 06:50 pm",0
"Jan 25, 07:00 pm",0
"Jan 25, 07:10 pm",0
"Jan 25, 07:20 pm",0
"Jan 25, 07:30 pm",0
"Jan 25, 07:40 pm",0
"Jan 25, 07:50 pm",0
"Jan 25, 08:00 pm",0
"Jan 25, 08:10 pm",0
"Jan 25, 08:20 pm",0
"Jan 25, 08:30 pm",0
"Jan 25, 08:40 pm",0
"Jan 25, 08:50 pm",0
"Jan 25, 09:00 pm",0
"Jan 25, 09:10 pm",0
"Jan 25, 09:20 pm",0
"Jan 25, 09:30 pm",0
"Jan 25, 09:40 pm",0
"Jan 25, 09:50 pm",0
"Jan 25, 10:00 pm",0
"Jan 25, 10:10 pm",0
"Jan 25, 10:20 pm",0
"Jan 25, 10:30 pm",0
"Jan 25, 10:40 pm",0
"Jan 25, 10:50 pm",0
"Jan 25, 11:00 pm",0
"Jan 25, 11:10 pm",0
"Jan 25, 11:20 pm",0
"Jan 25, 11:30 pm",0
"Jan 25, 11:40 pm",0
"Jan 25, 11:50 pm",0
"Jan 26, 12:00 am",0
"Jan 26, 12:10 am",0
"Jan 26, 12:20 am",0
"Jan 26, 12:30 am",0
"Jan 26, 12:40 am",0
"Jan 26, 12:50 am",0
"Jan 26, 01:00 am",0
"Jan 26, 01:10 am",0
"Jan 26, 01:20 am",0
"Jan 26, 01:30 am",0
"Jan 26, 01:40 am",0
"Jan 26, 01:50 am",0
"Jan 26, 02:00 am",0
"Jan 26, 02:10 am",0
"Jan 26, 02:20 am",0
"Jan 26, 02:30 am",0
"Jan 26, 02:40 am",0
"Jan 26, 02:50 am",0
"Jan 26, 03:00 am",0
"Jan 26, 03:10 am",0
"Jan 26, 03:20 am",0
"Jan 26, 03:30 am",0
"Jan 26, 03:40 am",0
"Jan 26, 03:50 am",0
"Jan 26, 04:00 am",0
"Jan 26, 04:10 am",0
"Jan 26, 04:20 am",0
"Jan 26, 04:30 am",0
"Jan 26, 04:40 am",0
"Jan 26, 04:50 am",0
"Jan 26, 05:00 am",0
"Jan 26, 05:10 am",0
"Jan 26, 05:20 am",0
"Jan 26, 05:30 am",0
"Jan 26, 05:40 am",0
"Jan 26, 05:50 am",0
"Jan 26, 06:00 am",0
"Jan 26, 06:10 am",0
"Jan 26, 06:20 am",0
"Jan 26, 06:30 am",0
"Jan 26, 06:40 am",0
"Jan 26, 06:50 am",0
"Jan 26, 07:00 am",-0
"Jan 26, 07:10 am",179.561
"Jan 26, 07:20 am",5860.47
"Jan 26, 07:30 am",5034.41
"Jan 26, 07:40 am",3063.59
"Jan 26, 07:50 am",18699.6
"Jan 26, 08:00 am",16306.6
"Jan 26, 08:10 am",20065.6
"Jan 26, 08:20 am",24848.3
"Jan 26, 08:30 am",17826.4
"Jan 26, 08:40 am",36937.6
"Jan 26, 08:50 am",39994
"Jan 26, 09:00 am",42420.8
"Jan 26, 09:10 am",44900.4
"Jan 26, 09:20 am",47267.5
"Jan 26, 09:30 am",49172
"Jan 26, 09:40 am",51156.6
"Jan 26, 09:50 am",52995.8
"Jan 26, 10:00 am",54679.4
"Jan 26, 10:10 am",56278.2
"Jan 26, 10:20 am",57707.7
"Jan 26, 10:30 am",58850.7
"Jan 26, 10:40 am",59926.6
"Jan 26, 10:50 am",60976.8
"Jan 26, 11:00 am",61642.5
"Jan 26, 11:10 am",62362.7
"Jan 26, 11:20 am",62983.8
"Jan 26, 11:30 am",63420.3
"Jan 26, 11:40 am",63756.2
"Jan 26, 11:50 am",63958.1
"Jan 26, 12:00 pm",63991
"Jan 26, 12:10 pm",63959.5
"Jan 26, 12:20 pm",63836.3
"Jan 26, 12:30 pm",63572.5
"Jan 26, 12:40 pm",62956.9
"Jan 26, 12:50 pm",62443.4
"Jan 26, 01:00 pm",61597.8
"Jan 26, 01:10 pm",60785.4
"Jan 26, 01:20 pm",59878.6
"Jan 26, 01:30 pm",58837.6
"Jan 26, 01:40 pm",57658.8
"Jan 26, 01:50 pm",56343.9
"Jan 26, 02:00 pm",54894.7
"Jan 26, 02:10 pm",53336.5
"Jan 26, 02:20 pm",51571.2
"Jan 26, 02:30 pm",50030.3
"Jan 26, 02:40 pm",47978.4
"Jan 26, 02:50 pm",45744
"Jan 26, 03:00 pm",43479.2
"Jan 26, 03:10 pm",40976.3
"Jan 26, 03:20 pm",38390
"Jan 26, 03:30 pm",35391.1
"Jan 26, 03:40 pm",32031.6
"Jan 26, 03:50 pm",28598.8
"Jan 26, 04:00 pm",18810.7
"Jan 26, 04:10 pm",10345
"Jan 26, 04:20 pm",3326.36
"Jan 26, 04:30 pm",13414.8
"Jan 26, 04:40 pm",1427.24
"Jan 26, 04:50 pm",1154.74
"Jan 26, 05:00 pm",227.91
"Jan 26, 05:10 pm",-0
"Jan 26, 05:20 pm",0
"Jan 26, 05:30 pm",0
"Jan 26, 05:40 pm",0
"Jan 26, 05:50 pm",0
"Jan 26, 06:00 pm",0
"Jan 26, 06:10 pm",0
"Jan 26, 06:20 pm",0
"Jan 26, 06:30 pm",0
"Jan 26, 06:40 pm",0
"Jan 26, 06:50 pm",0
"Jan 26, 07:00 pm",0
"Jan 26, 07:10 pm",0
"Jan 26, 07:20 pm",0
"Jan 26, 07:30 pm",0
"Jan 26, 07:40 pm",0
"Jan 26, 07:50 pm",0
"Jan 26, 08:00 pm",0
"Jan 26, 08:10 pm",0
"Jan 26, 08:20 pm",0
"Jan 26, 08:30 pm",0
"Jan 26, 08:40 pm",0
"Jan 26, 08:50 pm",0
"Jan 26, 09:00 pm",0
"Jan 26, 09:10 pm",0
"Jan 26, 09:20 pm",0
"Jan 26, 09:30 pm",0
"Jan 26, 09:40 pm",0
"Jan 26, 09:50 pm",0
"Jan 26, 10:00 pm",0
"Jan 26, 10:10 pm",0
"Jan 26, 10:20 pm",0
"Jan 26, 10:30 pm",0
"Jan 26, 10:40 pm",0
"Jan 26, 10:50 pm",0
"Jan 26, 11:00 pm",0
"Jan 26, 11:10 pm",0
"Jan 26, 11:20 pm",0
"Jan 26, 11:30 pm",0
"Jan 26, 11:40 pm",0
"Jan 26, 11:50 pm",0
"Jan 27, 12:00 am",0
"Jan 27, 12:10 am",0
"Jan 27, 12:20 am",0
"Jan 27, 12:30 am",0
"Jan 27, 12:40 am",0
"Jan 27, 12:50 am",0
"Jan 27, 01:00 am",0
"Jan 27, 01:10 am",0
"Jan 27, 01:20 am",0
"Jan 27, 01:30 am",0
"Jan 27, 01:40 am",0
"Jan 27, 01:50 am",0
"Jan 27, 02:00 am",0
"Jan 27, 02:10 am",0
"Jan 27, 02:20 am",0
"Jan 27, 02:30 am",0
"Jan 27, 02:40 am",0
"Jan 27, 02:50 am",0
"Jan 27, 03:00 am",0
"Jan 27, 03:10 am",0
"Jan 27, 03:20 am",0
"Jan 27, 03:30 am",0
"Jan 27, 03:40 am",0
"Jan 27, 03:50 am",0
"Jan 27, 04:00 am",0
"Jan 27, 04:10 am",0
"Jan 27, 04:20 am",0
"Jan 27, 04:30 am",0
"Jan 27, 04:40 am",0
"Jan 27, 04:50 am",0
"Jan 27, 05:00 am",0
"Jan 27, 05:10 am",0
"Jan 27, 05:20 am",0
"Jan 27, 05:30 am",0
"Jan 27, 05:40 am",0
"Jan 27, 05:50 am",0
"Jan 27, 06:00 am",0
"Jan 27, 06:10 am",0
"Jan 27, 06:20 am",0
"Jan 27, 06:30 am",0
"Jan 27, 06:40 am",0
"Jan 27, 06:50 am",0
"Jan 27, 07:00 am",-0
"Jan 27, 07:10 am",2683.22
"Jan 27, 07:20 am",5658.45
"Jan 27, 07:30 am",10275.5
"Jan 27, 07:40 am",14228
"Jan 27, 07:50 am",18076.4
"Jan 27, 08:00 am",21910.7
"Jan 27, 08:10 am",25697
"Jan 27, 08:20 am",29267.5
"Jan 27, 08:30 am",32728
"Jan 27, 08:40 am",35938.9
"Jan 27, 08:50 am",38777.6
"Jan 27, 09:00 am",41370.8
"Jan 27, 09:10 am",43782.2
"Jan 27, 09:20 am",45845.1
"Jan 27, 09:30 am",47913.6
"Jan 27, 09:40 am",49678.1
"Jan 27, 09:50 am",51520.8
"Jan 27, 10:00 am",53155.7
"Jan 27, 10:10 am",54657.4
"Jan 27, 10:20 am",56047.4
"Jan 27, 10:30 am",57229.2
"Jan 27, 10:40 am",58320.2
"Jan 27, 10:50 am",59268.5
"Jan 27, 11:00 am",60033.6
"Jan 27, 11:10 am",60777.1
"Jan 27, 11:20 am",61340.2
"Jan 27, 11:30 am",61853.9
"Jan 27, 11:40 am",62111.7
"Jan 27, 11:50 am",47422.5
"Jan 27, 12:00 pm",47802.7
"Jan 27, 12:10 pm",62426.8
"Jan 27, 12:20 pm",62221.6
"Jan 27, 12:30 pm",61966.7
"Jan 27, 12:40 pm",61207.2
"Jan 27, 12:50 pm",60684.7
"Jan 27, 01:00 pm",60034.8
"Jan 27, 01:10 pm",49577.5
"Jan 27, 01:20 pm",47777.7
"Jan 27, 01:30 pm",47586.1
"Jan 27, 01:40 pm",56617.7
"Jan 27, 01:50 pm",55338
"Jan 27, 02:00 pm",53832.6
"Jan 27, 02:10 pm",52337.5
"Jan 27, 02:20 pm",50690.7
"Jan 27, 02:30 pm",48865.7
"Jan 27, 02:40 pm",46788.4
"Jan 27, 02:50 pm",44639.8
"Jan 27, 03:00 pm",42359.3
"Jan 27, 03:10 pm",39947.4
"Jan 27, 03:20 pm",37337.3
"Jan 27, 03:30 pm",16850.1
"Jan 27, 03:40 pm",16712
"Jan 27, 03:50 pm",2793.67
"Jan 27, 04:00 pm",24452.8
"Jan 27, 04:10 pm",16579.7
"Jan 27, 04:20 pm",7271.62
"Jan 27, 04:30 pm",4856.33
"Jan 27, 04:40 pm",3594.04
"Jan 27, 04:50 pm",767.838
"Jan 27, 05:00 pm",46.3634
"Jan 27, 05:10 pm",-0
"Jan 27, 05:20 pm",0
"Jan 27, 05:30 pm",0
"Jan 27, 05:40 pm",0
"Jan 27, 05:50 pm",0
"Jan 27, 06:00 pm",0
"Jan 27, 06:10 pm",0
"Jan 27, 06:20 pm",0
"Jan 27, 06:30 pm",0
"Jan 27, 06:40 pm",0
"Jan 27, 06:50 pm",0
"Jan 27, 07:00 pm",0
"Jan 27, 07:10 pm",0
"Jan 27, 07:20 pm",0
"Jan 27, 07:30 pm",0
"Jan 27, 07:40 pm",0
"Jan 27, 07:50 pm",0
"Jan 27, 08:00 pm",0
"Jan 27, 08:10 pm",0
"Jan 27, 08:20 pm",0
"Jan 27, 08:30 pm",0
"Jan 27, 08:40 pm",0
"Jan 27, 08:50 pm",0
"Jan 27, 09:00 pm",0
"Jan 27, 09:10 pm",0
"Jan 27, 09:20 pm",0
"Jan 27, 09:30 pm",0
"Jan 27, 09:40 pm",0
"Jan 27, 09:50 pm",0
"Jan 27, 10:00 pm",0
"Jan 27, 10:10 pm",0
"Jan 27, 10:20 pm",0
"Jan 27, 10:30 pm",0
"Jan 27, 10:40 pm",0
"Jan 27, 10:50 pm",0
"Jan 27, 11:00 pm",0
"Jan 27, 11:10 pm",0
"Jan 27, 11:20 pm",0
"Jan 27, 11:30 pm",0
"Jan 27, 11:40 pm",0
"Jan 27, 11:50 pm",0
"Jan 28, 12:00 am",0
"Jan 28, 12:10 am",0
"Jan 28, 12:20 am",0
"Jan 28, 12:30 am",0
"Jan 28, 12:40 am",0
"Jan 28, 12:50 am",0
"Jan 28, 01:00 am",0
"Jan 28, 01:10 am",0
"Jan 28, 01:20 am",0
"Jan 28, 01:30 am",0
"Jan 28, 01:40 am",0
"Jan 28, 01:50 am",0
"Jan 28, 02:00 am",0
"Jan 28, 02:10 am",0
"Jan 28, 02:20 am",0
"Jan 28, 02:30 am",0
"Jan 28, 02:40 am",0
"Jan 28, 02:50 am",0
"Jan 28, 03:00 am",0
"Jan 28, 03:10 am",0
"Jan 28, 03:20 am",0
"Jan 28, 03:30 am",0
"Jan 28, 03:40 am",0
"Jan 28, 03:50 am",0
"Jan 28, 04:00 am",0
"Jan 28, 04:10 am",0
"Jan 28, 04:20 am",0
"Jan 28, 04:30 am",0
"Jan 28, 04:40 am",0
"Jan 28, 04:50 am",0
"Jan 28, 05:00 am",0
"Jan 28, 05:10 am",0
"Jan 28, 05:20 am",0
"Jan 28, 05:30 am",0
"Jan 28, 05:40 am",0
"Jan 28, 05:50 am",0
"Jan 28, 06:00 am",0
"Jan 28, 06:10 am",0
"Jan 28, 06:20 am",0
"Jan 28, 06:30 am",0
"Jan 28, 06:40 am",0
"Jan 28, 06:50 am",0
"Jan 28, 07:00 am",-0
"Jan 28, 07:10 am",546.569
"Jan 28, 07:20 am",1687.27
"Jan 28, 07:30 am",3473.72
"Jan 28, 07:40 am",11499.9
"Jan 28, 07:50 am",17864.9
"Jan 28, 08:00 am",19618.9
"Jan 28, 08:10 am",25458.8
"Jan 28, 08:20 am",28982.6
"Jan 28, 08:30 am",32280.9
"Jan 28, 08:40 am",17593.2
"Jan 28, 08:50 am",38485.1
"Jan 28, 09:00 am",41051.7
"Jan 28, 09:10 am",43570.8
"Jan 28, 09:20 am",45720.3
"Jan 28, 09:30 am",47722
"Jan 28, 09:40 am",28699.9
"Jan 28, 09:50 am",47218.7
"Jan 28, 10:00 am",47416.8
"Jan 28, 10:10 am",54496.8
"Jan 28, 10:20 am",49546.6
"Jan 28, 10:30 am",50655.1
"Jan 28, 10:40 am",52880.2
"Jan 28, 10:50 am",58958.3
"Jan 28, 11:00 am",59768.7
"Jan 28, 11:10 am",60489.3
"Jan 28, 11:20 am",61051.5
"Jan 28, 11:30 am",61591.6
"Jan 28, 11:40 am",61850.1
"Jan 28, 11:50 am",62048.1
"Jan 28, 12:00 pm",62157.2
"Jan 28, 12:10 pm",62157.5
"Jan 28, 12:20 pm",61993.4
"Jan 28, 12:30 pm",52528.3
"Jan 28, 12:40 pm",49736.6
"Jan 28, 12:50 pm",60806.7
"Jan 28, 01:00 pm",60196.1
"Jan 28, 01:10 pm",59435.8
"Jan 28, 01:20 pm",58581.9
"Jan 28, 01:30 pm",57571.5
"Jan 28, 01:40 pm",47426.8
"Jan 28, 01:50 pm",44429.4
"Jan 28, 02:00 pm",36301.8
"Jan 28, 02:10 pm",52510.1
"Jan 28, 02:20 pm",41399
"Jan 28, 02:30 pm",39620.8
"Jan 28, 02:40 pm",31610.2
"Jan 28, 02:50 pm",45331.8
"Jan 28, 03:00 pm",33560.1
"Jan 28, 03:10 pm",30533.9
"Jan 28, 03:20 pm",26933.1
"Jan 28, 03:30 pm",25778.8
"Jan 28, 03:40 pm",13091.4
"Jan 28, 03:50 pm",22586
"Jan 28, 04:00 pm",18136.3
"Jan 28, 04:10 pm",15754.3
"Jan 28, 04:20 pm",12796.4
"Jan 28, 04:30 pm",9702.48
"Jan 28, 04:40 pm",6533.12
"Jan 28, 04:50 pm",3192.6
"Jan 28, 05:00 pm",-0
"Jan 28, 05:10 pm",-0
"Jan 28, 05:20 pm",0
"Jan 28, 05:30 pm",0
"Jan 28, 05:40 pm",0
"Jan 28, 05:50 pm",0
"Jan 28, 06:00 pm",0
"Jan 28, 06:10 pm",0
"Jan 28, 06:20 pm",0
"Jan 28, 06:30 pm",0
"Jan 28, 06:40 pm",0
"Jan 28, 06:50 pm",0
"Jan 28, 07:00 pm",0
"Jan 28, 07:10 pm",0
"Jan 28, 07:20 pm",0
"Jan 28, 07:30 pm",0
"Jan 28, 07:40 pm",0
"Jan 28, 07:50 pm",0
"Jan 28, 08:00 pm",0
"Jan 28, 08:10 pm",0
"Jan 28, 08:20 pm",0
"Jan 28, 08:30 pm",0
"Jan 28, 08:40 pm",0
"Jan 28, 08:50 pm",0
"Jan 28, 09:00 pm",0
"Jan 28, 09:10 pm",0
"Jan 28, 09:20 pm",0
"Jan 28, 09:30 pm",0
"Jan 28, 09:40 pm",0
"Jan 28, 09:50 pm",0
